pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-24 21:50:26,2019-03-24 22:04:53,1,4.39,15.5,0.0,0.0,19.3,yellow,cash,Yorkville West,Alphabet City,Manhattan,Manhattan
2019-03-15 13:06:10,2019-03-15 13:30:26,1,8.4,27.5,6.15,0.0,36.95,yellow,credit card,Lenox Hill East,Fort Greene,Manhattan,Brooklyn
2019-03-05 22:01:02,2019-03-05 22:22:52,1,4.36,18.0,4.36,0.0,26.16,yellow,credit card,Penn Station/Madison Sq West,Long Island City/Hunters Point,Manhattan,Queens
2019-03-21 16:33:14,2019-03-21 17:17:49,1,9.65,33.0,10.76,5.76,53.82,yellow,credit card,Midtown Center,LaGuardia Airport,Manhattan,Queens
2019-03-27 18:07:50,2019-03-27 18:17:00,1,2.7,10.0,2.0,0.0,16.3,yellow,credit card,Financial District North,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-30 21:45:17,2019-03-30 21:53:10,2,1.49,7.5,2.26,0.0,13.56,yellow,credit card,Upper West Side South,Morningside Heights,Manhattan,Manhattan
2019-03-10 05:10:07,2019-03-10 05:25:27,1,4.2,15.5,4.8,0.0,24.1,yellow,credit card,Meatpacking/West Village West,Lincoln Square West,Manhattan,Manhattan
2019-03-23 18:46:09,2019-03-23 18:59:54,1,2.8,11.5,2.0,0.0,16.8,yellow,credit card,Central Harlem,Lincoln Square East,Manhattan,Manhattan
2019-03-05 09:12:13,2019-03-05 09:19:59,1,0.5,6.5,1.0,0.0,10.8,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
2019-03-24 17:06:49,2019-03-24 17:13:39,1,1.14,7.0,0.0,0.0,10.3,yellow,cash,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-07 08:37:32,2019-03-07 09:02:32,1,9.4,28.5,1.59,0.0,33.39,yellow,credit card,Alphabet City,Melrose South,Manhattan,Bronx
2019-03-05 08:17:41,2019-03-05 08:29:39,1,0.91,8.5,2.36,0.0,14.16,yellow,credit card,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan
2019-03-20 13:02:55,2019-03-20 13:42:30,1,6.93,29.5,0.0,0.0,32.8,yellow,cash,Penn Station/Madison Sq West,Williamsburg (South Side),Manhattan,Brooklyn
2019-03-08 02:41:09,2019-03-08 03:03:39,1,6.5,21.5,2.0,0.0,27.3,yellow,credit card,Clinton East,Cobble Hill,Manhattan,Brooklyn
2019-03-02 00:50:31,2019-03-02 00:58:26,1,1.5,7.5,1.7,0.0,13.0,yellow,credit card,Kips Bay,West Village,Manhattan,Manhattan
2019-03-19 15:20:37,2019-03-19 15:35:12,1,2.0,11.5,1.48,0.0,16.28,yellow,credit card,Lenox Hill West,Upper West Side North,Manhattan,Manhattan
2019-03-07 06:16:11,2019-03-07 06:57:59,1,13.04,37.58,0.0,0.0,38.38,yellow,credit card,Rosedale,Clinton Hill,Queens,Brooklyn
2019-03-25 16:09:19,2019-03-25 16:49:22,1,10.88,36.0,7.56,0.0,45.36,yellow,credit card,LaGuardia Airport,Brooklyn Heights,Queens,Brooklyn
2019-03-08 08:25:31,2019-03-08 08:43:19,2,1.7,12.0,1.0,0.0,16.3,yellow,credit card,Murray Hill,Midtown East,Manhattan,Manhattan
2019-03-30 00:55:22,2019-03-30 01:06:17,2,1.96,9.0,0.0,0.0,12.8,yellow,cash,West Chelsea/Hudson Yards,Midtown South,Manhattan,Manhattan
2019-03-08 02:37:35,2019-03-08 02:51:51,1,5.3,16.5,2.0,0.0,22.3,yellow,credit card,Midtown South,Central Harlem North,Manhattan,Manhattan
2019-03-01 08:25:43,2019-03-01 08:36:41,1,0.83,8.0,2.26,0.0,13.56,yellow,credit card,Upper East Side North,Midtown North,Manhattan,Manhattan
2019-03-17 01:02:45,2019-03-17 01:18:03,1,3.47,13.5,2.6,0.0,19.9,yellow,credit card,SoHo,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-02 18:20:08,2019-03-02 18:44:15,1,6.0,22.5,0.0,0.0,25.8,yellow,cash,Midtown Center,Financial District South,Manhattan,Manhattan
2019-03-07 03:00:20,2019-03-07 03:08:01,5,2.32,8.5,2.46,0.0,14.76,yellow,credit card,Greenwich Village North,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-02 15:08:49,2019-03-02 15:30:27,2,3.5,15.5,3.76,0.0,22.56,yellow,credit card,Flatiron,Financial District South,Manhattan,Manhattan
2019-03-26 17:03:17,2019-03-26 17:39:56,1,8.84,32.0,0.0,5.76,42.06,yellow,cash,LaGuardia Airport,Garment District,Queens,Manhattan
2019-03-28 14:07:41,2019-03-28 14:23:58,1,2.39,12.0,0.0,0.0,15.3,yellow,cash,Clinton East,West Village,Manhattan,Manhattan
2019-03-12 22:44:58,2019-03-12 22:56:40,2,2.0,10.0,0.0,0.0,13.8,yellow,cash,Lincoln Square East,Midtown Center,Manhattan,Manhattan
2019-03-06 17:26:44,2019-03-06 17:36:41,1,1.3,8.0,3.65,0.0,15.95,yellow,credit card,Lincoln Square West,Clinton East,Manhattan,Manhattan
2019-03-11 12:25:53,2019-03-11 12:30:36,1,0.89,5.5,0.0,0.0,6.3,yellow,credit card,Flushing,East Flushing,Queens,Queens
2019-03-10 12:16:52,2019-03-10 12:21:22,0,1.5,6.5,1.95,0.0,11.75,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2019-03-16 15:37:34,2019-03-16 15:46:58,2,1.46,8.0,1.2,0.0,12.5,yellow,credit card,West Village,Gramercy,Manhattan,Manhattan
2019-03-13 20:24:03,2019-03-13 20:33:10,1,1.42,8.0,2.36,0.0,14.16,yellow,credit card,Midtown South,East Village,Manhattan,Manhattan
2019-03-20 21:25:03,2019-03-20 21:31:02,1,1.0,6.0,1.47,0.0,11.27,yellow,credit card,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
2019-03-14 13:28:00,2019-03-14 14:01:57,1,2.8,21.0,6.05,0.0,30.35,yellow,credit card,Upper West Side South,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-12 09:17:12,2019-03-12 09:55:52,1,4.4,24.5,2.5,0.0,30.3,yellow,credit card,Upper West Side North,Midtown South,Manhattan,Manhattan
2019-03-24 14:49:15,2019-03-24 14:54:21,1,0.78,5.5,0.0,0.0,8.8,yellow,cash,Bloomingdale,Upper West Side South,Manhattan,Manhattan
2019-03-22 15:59:29,2019-03-22 16:10:08,1,0.52,8.0,2.26,0.0,13.56,yellow,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-26 05:48:16,2019-03-26 05:52:29,1,1.03,5.5,0.0,0.0,6.8,yellow,cash,Old Astoria,Old Astoria,Queens,Queens
2019-03-08 19:09:50,2019-03-08 19:46:58,1,9.28,34.0,6.61,5.76,50.67,yellow,credit card,LaGuardia Airport,Gramercy,Queens,Manhattan
2019-03-29 14:36:11,2019-03-29 15:04:43,1,9.1,28.0,5.56,5.76,42.62,yellow,credit card,Midtown South,LaGuardia Airport,Manhattan,Queens
2019-03-14 22:01:03,2019-03-14 22:24:33,2,3.58,17.0,4.16,0.0,24.96,yellow,credit card,Clinton East,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-21 22:40:43,2019-03-21 22:57:27,1,3.2,13.5,3.46,0.0,20.76,yellow,credit card,Midtown East,West Village,Manhattan,Manhattan
2019-03-31 22:51:53,2019-03-31 22:55:10,1,0.67,4.5,1.66,0.0,9.96,yellow,credit card,West Village,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-07 09:17:26,2019-03-07 09:22:40,1,0.98,6.0,1.86,0.0,11.16,yellow,credit card,Battery Park City,Hudson Sq,Manhattan,Manhattan
2019-03-26 08:08:05,2019-03-26 08:25:58,2,0.7,11.5,2.95,0.0,17.75,yellow,credit card,Midtown East,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-27 11:03:43,2019-03-27 11:14:34,1,4.2,15.0,0.0,0.0,15.8,yellow,,LaGuardia Airport,Forest Hills,Queens,Queens
2019-03-23 11:35:30,2019-03-23 11:42:47,6,0.73,6.0,2.32,0.0,11.62,yellow,credit card,Murray Hill,Garment District,Manhattan,Manhattan
2019-03-19 11:44:37,2019-03-19 12:05:39,1,2.52,14.5,0.0,0.0,17.8,yellow,cash,Times Sq/Theatre District,West Village,Manhattan,Manhattan
2019-03-26 21:03:37,2019-03-26 21:09:02,6,0.87,5.5,0.0,0.0,9.3,yellow,cash,Upper East Side North,Yorkville West,Manhattan,Manhattan
2019-03-16 22:51:55,2019-03-16 23:17:51,1,3.29,17.5,5.32,0.0,26.62,yellow,credit card,Lower East Side,East Chelsea,Manhattan,Manhattan
2019-03-11 18:51:46,2019-03-11 18:57:50,1,0.9,6.0,2.55,0.0,12.85,yellow,credit card,Midtown Center,Midtown East,Manhattan,Manhattan
2019-03-30 12:56:34,2019-03-30 13:12:56,1,3.07,13.5,1.0,0.0,17.8,yellow,credit card,Bloomingdale,Lenox Hill West,Manhattan,Manhattan
2019-03-19 08:15:41,2019-03-19 08:21:25,1,0.7,5.5,0.0,0.0,8.8,yellow,cash,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
2019-03-01 17:20:40,2019-03-01 17:24:49,1,0.83,5.0,1.86,0.0,11.16,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019-03-31 17:36:23,2019-03-31 17:49:11,1,4.7,15.5,3.26,0.0,19.56,yellow,credit card,LaGuardia Airport,Sunnyside,Queens,Queens
2019-03-27 07:52:03,2019-03-27 08:00:51,1,1.2,7.5,2.15,0.0,12.95,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
2019-03-12 08:17:33,2019-03-12 08:38:51,1,4.7,18.5,4.35,0.0,26.15,yellow,credit card,Clinton East,Battery Park City,Manhattan,Manhattan
2019-03-11 00:27:49,2019-03-11 00:31:23,1,1.5,6.0,1.95,0.0,11.75,yellow,credit card,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan
2019-03-27 18:12:36,2019-03-27 18:21:23,1,2.16,9.0,2.66,0.0,15.96,yellow,credit card,East Chelsea,Clinton West,Manhattan,Manhattan
2019-03-06 14:58:30,2019-03-06 15:16:31,1,1.67,12.5,0.0,0.0,15.8,yellow,cash,UN/Turtle Bay South,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-10 10:35:21,2019-03-10 10:39:16,2,0.8,5.0,0.0,0.0,8.3,yellow,cash,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-19 06:33:59,2019-03-19 06:39:50,1,1.48,7.0,2.06,0.0,12.36,yellow,credit card,Upper West Side North,Upper East Side North,Manhattan,Manhattan
2019-03-19 19:25:14,2019-03-19 19:29:10,2,0.61,4.5,1.76,0.0,10.56,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
2019-03-16 01:44:25,2019-03-16 01:49:36,1,1.42,6.5,2.06,0.0,12.36,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
2019-03-06 13:33:16,2019-03-06 13:44:52,1,1.04,8.5,3.54,0.0,15.34,yellow,credit card,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-15 21:39:33,2019-03-15 21:57:41,1,1.47,11.5,1.0,0.0,16.3,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-30 22:57:52,2019-03-30 23:15:38,5,2.32,12.5,2.44,0.0,18.74,yellow,credit card,Greenwich Village South,Murray Hill,Manhattan,Manhattan
2019-03-29 21:49:47,2019-03-29 22:13:52,2,2.9,16.5,0.0,0.0,20.3,yellow,cash,Penn Station/Madison Sq West,Lower East Side,Manhattan,Manhattan
2019-03-11 16:55:42,2019-03-11 17:12:36,1,1.9,11.5,3.15,0.0,18.95,yellow,credit card,TriBeCa/Civic Center,Gramercy,Manhattan,Manhattan
2019-03-02 20:58:52,2019-03-02 21:25:51,1,3.76,19.0,4.56,0.0,27.36,yellow,credit card,West Village,Upper East Side South,Manhattan,Manhattan
2019-03-06 17:11:20,2019-03-06 17:42:51,1,4.2,22.0,2.0,0.0,28.3,yellow,credit card,TriBeCa/Civic Center,Murray Hill,Manhattan,Manhattan
2019-03-15 16:13:07,2019-03-15 16:17:32,1,0.6,5.0,0.0,0.0,9.3,yellow,cash,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-02 17:36:56,2019-03-02 17:46:32,1,1.7,8.5,1.0,0.0,12.8,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan
2019-03-13 14:26:22,2019-03-13 14:33:08,1,1.2,6.5,1.0,0.0,10.8,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan
2019-03-17 12:37:47,2019-03-17 12:59:21,1,1.7,14.0,1.73,0.0,19.03,yellow,credit card,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-21 04:38:06,2019-03-21 04:56:45,2,7.4,23.5,5.45,0.0,32.75,yellow,credit card,Lower East Side,Manhattan Valley,Manhattan,Manhattan
2019-03-09 23:05:14,2019-03-09 23:28:52,3,3.48,16.5,4.06,0.0,24.36,yellow,credit card,Lincoln Square East,Greenwich Village North,Manhattan,Manhattan
2019-03-17 12:10:05,2019-03-17 12:15:28,4,1.3,6.0,1.0,0.0,10.3,yellow,credit card,Upper East Side South,Yorkville West,Manhattan,Manhattan
2019-03-30 22:16:03,2019-03-30 22:43:13,5,2.47,17.5,4.26,0.0,25.56,yellow,credit card,West Village,Midtown North,Manhattan,Manhattan
2019-03-07 17:56:52,2019-03-07 18:05:20,1,1.2,7.5,1.0,0.0,12.8,yellow,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan
2019-03-01 14:04:20,2019-03-01 14:23:09,2,1.73,12.5,0.0,0.0,15.8,yellow,cash,Midtown South,Central Park,Manhattan,Manhattan
2019-03-23 13:53:38,2019-03-23 14:04:13,5,0.88,8.0,2.82,0.0,14.12,yellow,credit card,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-15 09:40:55,2019-03-15 10:07:14,1,1.86,16.0,1.25,0.0,20.55,yellow,credit card,Flatiron,Midtown Center,Manhattan,Manhattan
2019-03-22 20:20:21,2019-03-22 20:24:58,2,0.58,5.0,1.76,0.0,10.56,yellow,credit card,Gramercy,East Village,Manhattan,Manhattan
2019-03-05 23:51:34,2019-03-06 00:07:55,1,4.2,15.0,3.75,0.0,22.55,yellow,credit card,Flatiron,Upper East Side North,Manhattan,Manhattan
2019-03-13 08:33:37,2019-03-13 08:43:10,4,2.1,9.5,2.05,0.0,12.35,yellow,credit card,East Harlem South,Morningside Heights,Manhattan,Manhattan
2019-03-14 08:56:08,2019-03-14 09:23:15,1,3.2,18.5,0.0,0.0,21.8,yellow,cash,Garment District,Upper West Side North,Manhattan,Manhattan
2019-03-10 06:37:49,2019-03-10 06:47:42,6,4.44,14.5,3.56,0.0,21.36,yellow,credit card,Yorkville West,Gramercy,Manhattan,Manhattan
2019-03-19 06:28:02,2019-03-19 06:29:04,1,0.17,3.0,0.0,0.0,7.3,yellow,cash,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan
2019-03-10 22:07:06,2019-03-10 22:28:45,1,3.5,16.0,2.0,0.0,21.8,yellow,credit card,Upper West Side North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-14 16:22:50,2019-03-14 16:30:33,2,1.04,6.5,1.5,0.0,12.3,yellow,credit card,Central Park,Upper East Side North,Manhattan,Manhattan
2019-03-31 23:43:45,2019-04-01 00:13:58,5,12.25,37.0,0.0,0.0,40.8,yellow,cash,LaGuardia Airport,Williamsburg (South Side),Queens,Brooklyn
2019-03-06 08:12:52,2019-03-06 08:53:04,1,16.43,47.5,6.0,0.0,56.8,yellow,credit card,Battery Park City,Briarwood/Jamaica Hills,Manhattan,Queens
2019-03-11 17:44:52,2019-03-11 18:03:27,1,2.15,13.0,3.46,0.0,20.76,yellow,credit card,Greenwich Village North,World Trade Center,Manhattan,Manhattan
2019-03-27 02:08:11,2019-03-27 02:38:39,1,9.6,31.0,0.0,0.0,32.3,yellow,cash,JFK Airport,East New York,Queens,Brooklyn
2019-03-22 19:25:34,2019-03-22 19:39:24,1,1.45,9.5,1.0,0.0,14.8,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-14 07:19:23,2019-03-14 07:27:28,1,1.8,8.0,2.25,0.0,13.55,yellow,credit card,Penn Station/Madison Sq West,Greenwich Village South,Manhattan,Manhattan
2019-03-04 07:43:37,2019-03-04 07:51:11,1,2.06,8.5,1.0,0.0,12.8,yellow,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan
2019-03-05 14:20:23,2019-03-05 14:28:41,1,0.82,7.0,0.0,0.0,10.3,yellow,cash,Midtown North,Lincoln Square East,Manhattan,Manhattan
2019-03-14 08:22:13,2019-03-14 08:32:32,1,1.86,9.5,0.0,0.0,12.8,yellow,cash,Upper East Side South,Upper West Side North,Manhattan,Manhattan
2019-03-24 16:19:28,2019-03-24 16:27:01,3,0.9,6.5,1.0,0.0,10.8,yellow,credit card,Midtown North,Lenox Hill West,Manhattan,Manhattan
2019-03-05 19:50:23,2019-03-05 20:19:31,6,8.37,28.0,3.81,5.76,41.87,yellow,credit card,SoHo,Midwood,Manhattan,Brooklyn
2019-03-14 17:33:46,2019-03-14 17:41:50,5,1.7,8.0,0.0,0.0,12.3,yellow,cash,Two Bridges/Seward Park,Gramercy,Manhattan,Manhattan
2019-03-03 01:38:40,2019-03-03 01:49:06,5,2.07,9.5,2.66,0.0,15.96,yellow,credit card,SoHo,Kips Bay,Manhattan,Manhattan
2019-03-24 12:24:59,2019-03-24 12:33:26,1,1.72,8.0,3.39,0.0,14.69,yellow,credit card,Lenox Hill East,Midtown East,Manhattan,Manhattan
2019-03-04 17:17:37,2019-03-04 17:31:42,1,1.96,10.5,0.0,0.0,14.8,yellow,credit card,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-19 15:04:40,2019-03-19 15:06:15,1,0.4,3.5,1.35,0.0,8.15,yellow,credit card,,Upper East Side South,,Manhattan
2019-03-29 14:08:30,2019-03-29 14:13:20,1,0.81,5.5,0.0,0.0,8.8,yellow,cash,East Chelsea,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-26 14:26:40,2019-03-26 14:41:31,2,1.85,10.5,0.0,0.0,13.8,yellow,cash,East Village,Financial District South,Manhattan,Manhattan
2019-03-07 15:10:00,2019-03-07 15:17:50,1,1.18,7.0,3.09,0.0,13.39,yellow,credit card,Greenwich Village South,Union Sq,Manhattan,Manhattan
2019-03-22 08:18:14,2019-03-22 08:35:44,5,1.41,11.5,2.96,0.0,17.76,yellow,credit card,Midtown South,East Chelsea,Manhattan,Manhattan
2019-03-29 23:02:19,2019-03-29 23:36:01,1,4.7,22.5,0.0,0.0,26.3,yellow,cash,Lincoln Square West,Lower East Side,Manhattan,Manhattan
2019-03-25 06:31:26,2019-03-25 07:09:53,1,14.74,41.53,0.0,5.76,48.09,yellow,credit card,Soundview/Castle Hill,Financial District South,Bronx,Manhattan
2019-03-23 16:19:54,2019-03-23 16:22:52,1,0.73,4.5,1.95,0.0,9.75,yellow,credit card,Hudson Sq,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-15 17:33:10,2019-03-15 17:48:38,1,1.66,11.0,0.0,0.0,15.3,yellow,cash,Lincoln Square East,Midtown East,Manhattan,Manhattan
2019-03-17 21:50:08,2019-03-17 21:53:53,1,0.41,4.5,1.66,0.0,9.96,yellow,credit card,West Village,Greenwich Village North,Manhattan,Manhattan
2019-03-05 13:20:19,2019-03-05 13:36:33,2,1.26,10.5,1.38,0.0,15.18,yellow,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
2019-03-04 06:47:08,2019-03-04 06:49:48,2,0.82,4.5,1.56,0.0,9.36,yellow,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-12 19:21:21,2019-03-12 19:31:36,2,1.74,9.0,2.16,0.0,12.96,yellow,credit card,Bloomingdale,Central Harlem North,Manhattan,Manhattan
2019-03-06 14:20:54,2019-03-06 14:26:36,2,1.23,6.0,1.86,0.0,11.16,yellow,credit card,Upper East Side South,Upper West Side North,Manhattan,Manhattan
2019-03-09 13:19:46,2019-03-09 13:29:10,5,0.96,7.5,0.0,0.0,10.8,yellow,cash,East Chelsea,Clinton East,Manhattan,Manhattan
2019-03-15 17:16:35,2019-03-15 17:25:01,1,1.3,7.5,0.0,0.0,11.8,yellow,,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019-03-12 19:52:36,2019-03-12 19:52:55,3,0.0,120.0,33.2,12.5,166.0,yellow,credit card,,,,
2019-03-25 00:02:17,2019-03-25 00:25:26,1,7.8,25.5,6.0,0.0,35.3,yellow,credit card,Greenwich Village South,Ridgewood,Manhattan,Queens
2019-03-05 09:59:42,2019-03-05 10:00:34,1,0.31,3.0,1.0,0.0,7.3,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
2019-03-08 00:09:21,2019-03-08 00:29:04,1,4.3,17.0,3.0,0.0,23.8,yellow,credit card,East Chelsea,Brooklyn Heights,Manhattan,Brooklyn
2019-03-14 13:31:59,2019-03-14 13:51:33,1,1.3,12.5,3.16,0.0,18.96,yellow,credit card,Midtown North,Midtown South,Manhattan,Manhattan
2019-03-24 20:39:39,2019-03-24 20:59:44,3,2.35,14.0,3.56,0.0,21.36,yellow,credit card,East Chelsea,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-30 10:37:45,2019-03-30 10:53:13,1,2.11,11.5,4.44,0.0,19.24,yellow,credit card,Stuy Town/Peter Cooper Village,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-21 21:45:26,2019-03-21 21:50:08,1,0.76,5.0,1.32,0.0,10.12,yellow,credit card,Greenwich Village North,Gramercy,Manhattan,Manhattan
2019-03-14 15:30:55,2019-03-14 15:35:27,5,0.5,5.0,2.49,0.0,10.79,yellow,credit card,Upper West Side South,Lincoln Square West,Manhattan,Manhattan
2019-03-24 12:11:02,2019-03-24 12:12:54,1,0.34,3.5,0.0,0.0,6.8,yellow,cash,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
2019-03-02 20:23:12,2019-03-02 20:27:35,1,0.9,5.5,0.0,0.0,9.3,yellow,cash,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-01 14:47:03,2019-03-01 15:13:19,1,3.88,18.5,0.0,0.0,21.8,yellow,cash,World Trade Center,Clinton East,Manhattan,Manhattan
2019-03-08 00:06:51,2019-03-08 00:09:31,2,0.48,4.0,0.0,0.0,7.8,yellow,cash,East Village,Greenwich Village North,Manhattan,Manhattan
2019-03-28 11:30:22,2019-03-28 11:40:46,2,0.85,7.5,2.16,0.0,12.96,yellow,credit card,Midtown Center,Garment District,Manhattan,Manhattan
2019-03-05 23:57:47,2019-03-06 00:06:22,1,1.52,7.5,2.26,0.0,13.56,yellow,credit card,East Village,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-12 22:15:40,2019-03-12 22:41:24,5,8.04,27.0,6.16,0.0,36.96,yellow,credit card,Greenwich Village South,Central Harlem,Manhattan,Manhattan
2019-03-07 14:27:58,2019-03-07 14:45:49,1,2.25,13.0,0.0,0.0,13.8,yellow,cash,Sunnyside,Elmhurst,Queens,Queens
2019-03-19 18:22:18,2019-03-19 18:37:55,1,1.9,11.0,1.5,0.0,16.8,yellow,credit card,Penn Station/Madison Sq West,Lincoln Square East,Manhattan,Manhattan
2019-03-04 10:03:02,2019-03-04 10:16:43,1,1.8,10.5,2.76,0.0,16.56,yellow,credit card,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-04 13:07:08,2019-03-04 13:12:17,0,0.5,5.0,1.25,0.0,9.55,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-05 18:01:11,2019-03-05 18:10:47,2,0.9,7.5,2.95,0.0,14.75,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019-03-14 16:03:32,2019-03-14 16:24:29,1,1.6,13.5,3.56,0.0,21.36,yellow,credit card,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-30 21:50:51,2019-03-30 21:51:40,2,0.3,3.0,2.0,0.0,8.8,yellow,credit card,Lenox Hill East,Yorkville West,Manhattan,Manhattan
2019-03-13 10:42:22,2019-03-13 10:53:20,2,0.82,8.0,2.26,0.0,13.56,yellow,credit card,Sutton Place/Turtle Bay North,Midtown East,Manhattan,Manhattan
2019-03-19 19:21:13,2019-03-19 19:40:01,1,5.21,19.5,4.76,0.0,28.56,yellow,credit card,Gramercy,Yorkville West,Manhattan,Manhattan
2019-03-05 14:04:59,2019-03-05 14:33:05,1,2.78,18.0,0.0,0.0,21.3,yellow,cash,Lenox Hill East,Clinton East,Manhattan,Manhattan
2019-03-21 11:47:07,2019-03-21 12:00:06,2,0.88,9.0,3.08,0.0,15.38,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
2019-03-19 20:04:44,2019-03-19 20:18:55,1,2.27,11.0,2.96,0.0,17.76,yellow,credit card,Midtown South,Lenox Hill West,Manhattan,Manhattan
2019-03-11 14:47:42,2019-03-11 15:00:34,1,0.9,9.0,1.0,0.0,13.3,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-16 17:54:48,2019-03-16 18:30:32,1,6.34,27.5,6.0,0.0,36.8,yellow,credit card,Penn Station/Madison Sq West,East Williamsburg,Manhattan,Brooklyn
2019-03-29 08:35:09,2019-03-29 08:44:52,1,1.2,8.0,1.5,0.0,12.8,yellow,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan
2019-03-08 10:24:07,2019-03-08 10:31:43,1,1.23,7.0,2.06,0.0,12.36,yellow,credit card,West Village,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-02 14:55:02,2019-03-02 15:02:32,1,0.43,6.0,1.86,0.0,11.16,yellow,credit card,Penn Station/Madison Sq West,Flatiron,Manhattan,Manhattan
2019-03-20 13:17:32,2019-03-20 13:27:23,1,1.18,8.0,0.0,0.0,11.3,yellow,cash,Gramercy,Greenwich Village South,Manhattan,Manhattan
2019-03-20 17:22:19,2019-03-20 17:30:32,1,0.86,6.5,2.16,0.0,12.96,yellow,credit card,East Village,Greenwich Village North,Manhattan,Manhattan
2019-03-10 11:53:53,2019-03-10 12:01:39,0,1.0,6.5,0.0,0.0,9.8,yellow,cash,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-23 03:12:19,2019-03-23 03:18:48,1,1.5,7.0,1.62,0.0,12.42,yellow,credit card,West Village,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-15 18:55:51,2019-03-15 19:06:35,1,2.26,9.5,2.76,0.0,16.56,yellow,credit card,Garment District,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-13 12:15:18,2019-03-13 12:38:20,1,2.76,16.0,3.86,0.0,23.16,yellow,credit card,Flatiron,Upper East Side South,Manhattan,Manhattan
2019-03-01 00:29:22,2019-03-01 00:32:48,4,0.74,4.5,1.0,0.0,9.3,yellow,credit card,Meatpacking/West Village West,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-30 14:13:42,2019-03-30 14:19:13,2,0.9,6.0,0.0,0.0,9.3,yellow,cash,Midtown North,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-22 14:11:52,2019-03-22 14:19:38,1,1.31,7.0,2.06,0.0,12.36,yellow,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan
